date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:11:02	118391/118391	---M--	200	added ('OK')	image/png	etag:%221ce77-50d0c70fadcc1%22	http://104.131.44.81/wp-content/uploads/2014/08/mhacks.png	C:/My%20Web%20Sites/timothy/104.131.44.81/wp-content/uploads/2014/08/mhacks.png	(from http://timothylock.ca/competitions/)
19:11:02	715/715	---M-Z	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d-gzip%22	http://timothylock.ca/video-editing-filming/feed/	C:/My%20Web%20Sites/timothy/timothylock.ca/video-editing-filming/feed/index.html	(from http://timothylock.ca/video-editing-filming/)
19:11:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Apr%202015%2023:11:03%20GMT	http://timothylock.ca/?p=409	C:/My%20Web%20Sites/timothy/timothylock.ca/indexe145.html	(from http://timothylock.ca/video-editing-filming/)
19:11:05	14079/14079	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2236ff-50dc018836e04%22	http://timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/timothy/timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.eot	(from http://timothylock.ca/wp-content/themes/starter/css/bootstrap.min.css)
19:11:05	29512/29512	---M--	200	added ('OK')	text/html	etag:%227348-50dc01885cf64%22	http://timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/timothy/timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.html	(from http://timothylock.ca/wp-content/themes/starter/css/bootstrap.min.css)
19:11:06	16448/16448	---M--	200	added ('OK')	application/x-font-woff	etag:%224040-50dc0187f95a4%22	http://timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/timothy/timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.woff	(from http://timothylock.ca/wp-content/themes/starter/css/bootstrap.min.css)
19:11:06	14079/14079	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2236ff-50dc018836e04%22	http://timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/timothy/timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regulard41d.eot	(from http://timothylock.ca/wp-content/themes/starter/css/bootstrap.min.css)
19:11:07	63157/63157	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f6b5-50dc01883db64%22	http://timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/timothy/timothylock.ca/wp-content/themes/starter/fonts/glyphicons-halflings-regular.svg	(from http://timothylock.ca/wp-content/themes/starter/css/bootstrap.min.css)
19:11:07	751/751	---M-Z	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d-gzip%22	http://timothylock.ca/reverse-engineering-the-tvpad4/feed/	C:/My%20Web%20Sites/timothy/timothylock.ca/reverse-engineering-the-tvpad4/feed/index.html	(from http://timothylock.ca/reverse-engineering-the-tvpad4/)
19:11:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Apr%202015%2023:11:07%20GMT	http://timothylock.ca/?p=615	C:/My%20Web%20Sites/timothy/timothylock.ca/index2f7a.html	(from http://timothylock.ca/reverse-engineering-the-tvpad4/)
19:11:08	74841/74841	---M--	200	added ('OK')	image/jpeg	etag:%2212459-50d0bbb750381%22	http://104.131.44.81/wp-content/uploads/2014/08/8thmarkham.jpg	C:/My%20Web%20Sites/timothy/104.131.44.81/wp-content/uploads/2014/08/8thmarkham.jpg	(from http://timothylock.ca/website-design/)
